	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
ENSG00000198108	118.397463153186	-1.94041491308854	0.50816075305966	-3.81850605621393	0.000134262288948446	0.00556454946895109
ENSG00000198944	7.25232726636602	-5.26449476587192	1.78402148586607	-2.95091444109835	0.00316834668606371	0.0485690279193097
ENSG00000164403	580.928394107047	2.03362413889577	0.632595059269076	3.21473288337961	0.00130565957468283	0.0280073488714956
ENSG00000164406	51.9870763852363	2.45546015895299	0.655467697545206	3.74611924912386	0.000179591245555287	0.00676046263155716
ENSG00000152377	247.25445294277	-4.5976610166133	1.13907665173794	-4.03630520351588	5.4299570002841e-05	0.00284368438468853
ENSG00000112981	190.112886905145	-2.39227863192898	0.574192758252226	-4.16633368768145	3.09537523998761e-05	0.00187165527494226
ENSG00000171815	9.11275320808803	-4.6018921261418	1.53846384045905	-2.99122540622644	0.00277860309651288	0.044788648625246
ENSG00000113209	130.333508232853	-1.88672421693244	0.590897028725949	-3.19298308370321	0.00140811195267424	0.0294480087813653
ENSG00000113212	96.3200475237306	-3.00176444094854	0.576643265905438	-5.20558310211984	1.93388377020223e-07	3.4347749507202e-05
ENSG00000120324	89.9818391502572	-3.11475383540244	0.502465630248111	-6.19893908736487	5.68450247806764e-10	2.22343985208542e-07
ENSG00000204956	5.62771585031726	-5.86328795992435	1.87413678508941	-3.12852722734676	0.00175684733200746	0.0338301225093405
ENSG00000253910	68.7401017668815	-3.06788664809603	0.62823499832462	-4.88334246942225	1.04302483493737e-06	0.000138148363454959
ENSG00000253485	69.7125424729385	-4.73787439801878	0.674790953521865	-7.02124765201859	2.19895686504828e-12	1.57275677722153e-09
ENSG00000276547	81.4403945987612	-3.22218971800383	0.685013176388632	-4.70383611449799	2.55318219627358e-06	0.000273135939826139
ENSG00000261934	70.131301196249	-3.69159439725024	0.620969054756231	-5.9448926946922	2.76638014626306e-09	9.35821543262205e-07
ENSG00000253305	155.447443690601	-1.69287188325424	0.497418344030606	-3.40331614941423	0.000665731999580958	0.0175793978328166
ENSG00000254122	280.95272320484	-4.04530046334088	0.676591735142029	-5.97893863201226	2.24596141420559e-09	7.8087711224734e-07
ENSG00000253159	105.601304368266	-2.95985404097744	0.622269163622464	-4.75654943874611	1.9693002726962e-06	0.000227706405476581
ENSG00000240184	1348.02766397336	-3.09322032453474	0.791875879500751	-3.90619338788915	9.37614830131015e-05	0.00423683343931828
ENSG00000113578	109.552380119547	-1.90558431981354	0.5435753458544	-3.50564891205343	0.000455495621167339	0.013462127372706
ENSG00000113657	7575.03155884766	-1.71991255164058	0.319589409645421	-5.38163186805467	7.38136003897416e-08	1.53981321546367e-05
ENSG00000113712	2582.2700927379	-1.41858933847481	0.418380755766415	-3.39066584426464	0.00069723055303741	0.0180307566468858
ENSG00000182578	2256.71152243244	-1.52518868301226	0.47910246419277	-3.1834290094542	0.00145541797319002	0.0300358434648523
ENSG00000019582	48980.1973698238	1.02361378627127	0.344828464627024	2.96847241824551	0.00299283960604087	0.046806888228791
ENSG00000037749	511.944093323258	-1.93694862783303	0.331036369141994	-5.85116563733878	4.88139788837444e-09	1.58696147194386e-06
ENSG00000172548	9.15815756718934	-6.56502856633274	1.87884318433856	-3.49418654045039	0.000475508641931882	0.0139000949698997
ENSG00000247699	14.5474975679376	-7.23423517905814	1.64296664808996	-4.40315400648476	1.06688373436382e-05	0.000850550972048712
ENSG00000145861	70.8230383328373	-2.38264374732276	0.727113332759275	-3.27685333217729	0.00104970881634986	0.0240635172158298
ENSG00000145934	74.331862786452	-3.56498498782682	0.940965172957352	-3.78864711498562	0.000151469887238763	0.00605710173681783
ENSG00000184347	4250.06538276179	-3.5847848675205	1.15183288166979	-3.11224390670607	0.00185671027863713	0.0349203819722941
ENSG00000287003	11.1883832481708	-6.85643484758531	1.7392139491267	-3.94226072705322	8.07171607420027e-05	0.0038268800849518
ENSG00000184845	43.1964945148331	-2.89565402989487	0.914979693509819	-3.16471944725601	0.00155232552167515	0.0312342492060551
ENSG00000113749	195.778157533587	-1.45421714576364	0.478774747845272	-3.03737227643761	0.00238650517594545	0.0406403973261514
ENSG00000175414	293.353892287031	-1.16406073399231	0.388638894997474	-2.99522448467202	0.00274242928605134	0.0444344545745781
ENSG00000169228	267.29859966872	2.25374003165857	0.595505467264192	3.78458327513342	0.000153966348141609	0.0060984803687166
ENSG00000213347	181.022887507661	1.5502647603869	0.48329677536788	3.20768695219796	0.00133807060909416	0.0284646101409229
ENSG00000131187	59.9656149414968	3.43887800202881	1.01218922350765	3.39746553525998	0.000680131545751615	0.0177750401298371
ENSG00000146067	2305.99632970647	1.79847471613054	0.434995000518504	4.13447215252312	3.55771387319965e-05	0.00205681873874843
ENSG00000161013	1786.32251421749	0.985348559879623	0.332017685587605	2.96775925696775	0.00299979182296759	0.0468569959626838
ENSG00000168903	25.5089209694613	5.02132269067713	1.47944460280531	3.39405928492067	0.00068864782828861	0.0178976626480858
ENSG00000054598	387.908567837346	-2.73514501346166	0.692863808868674	-3.94759399820244	7.8940527722738e-05	0.00374974996296642
ENSG00000244041	86.4474910791364	2.41225225661292	0.814859596312307	2.96032870881033	0.00307310959995749	0.0474871312442814
ENSG00000124491	8427.87696176963	-4.05975640213329	0.990574520101828	-4.09838565372745	4.16041680209203e-05	0.00230926194693503
ENSG00000096696	1706.33616619701	-1.48882920814857	0.484173703222748	-3.07498981922945	0.00210509739301538	0.0376137780437929
ENSG00000239264	112.87955231557	-2.19229215121154	0.666027919018979	-3.29159197176097	0.000996220359339799	0.0231915301911853
ENSG00000124802	151.367683051588	1.28388078024038	0.410795822052066	3.12535014067805	0.00177593532477089	0.0340145286801758
ENSG00000095951	1212.7438612933	-2.04369966549605	0.538826666226514	-3.79287031172453	0.000148915939198625	0.00597405882365252
ENSG00000230873	102.267501404597	-10.0469404158702	1.36275762445558	-7.37250721300053	1.67448531395745e-13	1.90533594837713e-10
ENSG00000112186	217.272805546137	-2.03405454304156	0.449320031916585	-4.52696162769608	5.98378003147272e-06	0.00053497130545663
ENSG00000218069	10.1839205529149	-4.19217421392063	1.42406638740965	-2.94380532465632	0.0032420385899024	0.049079868392674
ENSG00000206341	79.3591194452685	2.30877017280123	0.474175318824319	4.86902223954981	1.12151786665207e-06	0.000146147212683499
ENSG00000230795	110.764810054294	2.11611083300224	0.501023234137042	4.22357824711863	2.4045383436282e-05	0.00155939918020841
ENSG00000206503	6868.20662013279	2.18186162857971	0.495217805536481	4.40586264101722	1.05363717834707e-05	0.000843723599937442
ENSG00000066379	166.430654819675	1.78926228573195	0.53474158970186	3.34603165377418	0.000819770368348889	0.0201511477246225
ENSG00000241370	103.757180704663	1.97062116416114	0.644908469083708	3.05566023494934	0.00224565573648853	0.0391472841584383
ENSG00000204564	190.951747899293	1.24279864488885	0.403515101231644	3.079930939624	0.00207048598095695	0.0372078072945408
ENSG00000228727	53.5087921180438	3.6652219465095	1.05507609417373	3.47389346299225	0.000512964663514652	0.0146420118834234
ENSG00000204351	1464.33492422866	1.3444217927379	0.422429511491107	3.18259438833313	0.00145961931960709	0.0300729633149994
ENSG00000213654	687.718172806936	1.25922098841323	0.391264385660303	3.21833786708737	0.00128935841374392	0.0278006108279515
ENSG00000241106	281.060803059236	3.31401119984861	1.01471551567231	3.26595104604554	0.00109097107869856	0.0247151846272045
ENSG00000240065	1277.90836941798	1.39893728305037	0.433585955206765	3.22643588024721	0.00125342312711069	0.027213305412803
ENSG00000204257	3970.11481637853	1.4675650703895	0.313890199540896	4.6754090205301	2.93368315744096e-06	0.000303466489587684
